Chemical Name,Chemical ID,CAS RN,Gene Symbol,Gene ID,Interaction,Interaction Actions,Reference Count,Organism Count
Arsenic,D001151,7440-38-2,ARMCX4,100131755,Arsenic results in decreased expression of ARMCX4 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ARMH1,339541,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ARMH1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ARMH3,79591,Arsenic affects the expression of ARMH3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ARNTL,406,Arsenic affects the methylation of ARNTL gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ARPC2,10109,Arsenic results in increased methylation of ARPC2 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ARPC5L,81873,Arsenic affects the methylation of ARPC5L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ARSB,411,Arsenic affects the methylation of ARSB gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ARSJ,79642,Arsenic results in increased methylation of ARSJ promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ART3,419,Arsenic affects the methylation of ART3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ART4,420,Arsenic affects the methylation of ART4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ARTN,9048,Arsenic affects the expression of ARTN protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism affects the abundance of Arsenic metabolite,affects^abundance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism affects the metabolism of Arsenic,affects^metabolic processing,3,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene polymorphism affects the metabolism of Arsenic] which affects the abundance of Arsenic,affects^abundance|affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene polymorphism affects the metabolism of Arsenic] which affects the abundance of Cacodylic Acid,affects^abundance|affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism affects the methylation of Arsenic,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism affects the reaction [PNP gene polymorphism affects the susceptibility to Arsenic],affects^reaction|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene polymorphism affects the susceptibility to Arsenic] which results in increased abundance of Cacodylic Acid,affects^response to substance|increases^abundance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene polymorphism affects the susceptibility to Arsenic] which results in increased abundance of monomethylarsonic acid,affects^response to substance|increases^abundance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene polymorphism results in increased methylation of Arsenic,increases^methylation,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP affects the metabolism of Arsenic,affects^metabolic processing,2,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP affects the methylation of and affects the susceptibility to Arsenic,affects^methylation|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP affects the methylation of Arsenic,affects^methylation,2,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP affects the susceptibility to Arsenic,affects^response to substance,3,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene SNP affects the susceptibility to Arsenic] which affects the abundance of dimethylarsinous acid,affects^abundance|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[AS3MT gene SNP affects the susceptibility to Arsenic] which affects the abundance of monomethylarsonous acid,affects^abundance|affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP results in decreased susceptibility to Arsenic,decreases^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT gene SNP results in increased susceptibility to Arsenic,increases^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT intron polymorphism affects the metabolism of Arsenic,affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT polymorphism affects the metabolism of Arsenic,affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein affects the metabolism of Arsenic,affects^metabolic processing,5,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein affects the methylation of Arsenic,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein polymorphism affects the metabolism of Arsenic,affects^metabolic processing,2,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein polymorphism affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein results in increased abundance of Arsenic metabolite,increases^abundance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein results in increased export of Arsenic,increases^export,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein results in increased metabolism of Arsenic,increases^metabolic processing,2,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT protein results in increased methylation of Arsenic,increases^methylation,11,5
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT SNP affects the metabolism of Arsenic,affects^metabolic processing,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,AS3MT SNP affects the susceptibility to Arsenic,affects^response to substance,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,Aurothioglucose inhibits the reaction [AS3MT protein results in increased methylation of Arsenic],decreases^reaction|increases^methylation,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,Dithiothreitol promotes the reaction [AS3MT protein results in increased methylation of Arsenic],increases^methylation|increases^reaction,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,Folic Acid promotes the reaction [Vitamin B 12 promotes the reaction [AS3MT protein results in increased methylation of Arsenic]],increases^methylation|increases^reaction,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,Selenium inhibits the reaction [AS3MT protein results in increased methylation of Arsenic],decreases^reaction|increases^methylation,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of AS3MT mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,tris(2-carboxyethyl)phosphine promotes the reaction [AS3MT protein results in increased methylation of Arsenic],increases^methylation|increases^reaction,1,1
Arsenic,D001151,7440-38-2,AS3MT,57412,Vitamin B 12 promotes the reaction [AS3MT protein results in increased methylation of Arsenic],increases^methylation|increases^reaction,1,1
Arsenic,D001151,7440-38-2,ASAP1,50807,Arsenic affects the methylation of ASAP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASAP1,50807,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of ASAP1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ASAP2,8853,Arsenic affects the methylation of ASAP2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASAP3,55616,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ASAP3 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ASB18,401036,Arsenic affects the methylation of ASB18 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASB7,140460,Arsenic affects the methylation of ASB7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASB8,140461,Arsenic affects the methylation of ASB8 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASCC3,10973,Arsenic affects the methylation of ASCC3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASCL1,429,Arsenic results in decreased expression of ASCL1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ASCL2,430,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ASCL2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ASGR2,433,Arsenic affects the methylation of ASGR2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASIC2,40,Arsenic affects the methylation of ASIC2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASIC3,9311,Arsenic results in increased methylation of ASIC3 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ASPDH,554235,Arsenic affects the methylation of ASPDH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASPG,374569,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ASPG mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ASPH,444,Arsenic affects the methylation of ASPH gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASPHD1,253982,Arsenic results in increased methylation of ASPHD1 promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ASPRV1,151516,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ASPRV1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ASPSCR1,79058,Arsenic affects the methylation of ASPSCR1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ASTN1,460,Arsenic affects the methylation of ASTN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATAD2,29028,Arsenic affects the methylation of ATAD2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATAD3B,83858,Arsenic affects the methylation of ATAD3B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATF2,1386,Arsenic affects the methylation of ATF2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATF2,1386,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of ATF2 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ATF3,467,Arsenic results in decreased expression of ATF3 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ATF6,22926,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of ATF6 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ATF7IP,55729,Arsenic affects the methylation of ATF7IP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATG10,83734,Arsenic affects the methylation of ATG10 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATG101,60673,Arsenic affects the methylation of ATG101 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATG2A,23130,Arsenic results in increased methylation of ATG2A gene,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ATG4B,23192,Arsenic affects the methylation of ATG4B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATG7,10533,Arsenic affects the methylation of ATG7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATG7,10533,ATG7 protein affects the reaction [[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of HMOX1 protein],affects^reaction|increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ATG9B,285973,Arsenic affects the methylation of ATG9B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATL3,25923,Arsenic affects the expression of ATL3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ATM,472,Arsenic affects the methylation of ATM gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP10B,23120,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ATP10B mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ATP11A,23250,Arsenic affects the methylation of ATP11A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP11AUN,400165,Arsenic affects the methylation of ATP11AUN gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP11AUN,400165,Arsenic results in increased methylation of ATP11AUN promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,ATP12A,479,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ATP12A mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ATP1A1-AS1,84852,Arsenic affects the methylation of ATP1A1-AS1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP1B3,483,Arsenic affects the methylation of ATP1B3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP2A3,489,Arsenic affects the methylation of ATP2A3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP2B1,490,Arsenic results in decreased expression of ATP2B1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ATP2B2,491,Arsenic affects the methylation of ATP2B2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP2B4,493,Arsenic affects the expression of ATP2B4 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ATP2C1,27032,Arsenic affects the methylation of ATP2C1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP5F1B,506,Arsenic results in increased expression of ATP5F1B protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,ATP5F1EP2,432369,Arsenic affects the methylation of ATP5F1EP2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP5MC1,516,Arsenic affects the expression of ATP5MC1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ATP6V0D1,9114,Arsenic affects the methylation of ATP6V0D1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP6V0E2,155066,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ATP6V0E2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ATP6V1B1,525,Arsenic affects the methylation of ATP6V1B1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP6V1C2,245973,Arsenic affects the methylation of ATP6V1C2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP6V1C2,245973,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ATP6V1C2 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ATP6V1C2,245973,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of ATP6V1C2 protein,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,ATP6V1E1,529,Arsenic affects the methylation of ATP6V1E1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP6V1E2,90423,Arsenic affects the methylation of ATP6V1E2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP8A1,10396,Arsenic results in decreased expression of ATP8A1 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,ATP8A2,51761,Arsenic affects the methylation of ATP8A2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATP9B,374868,Arsenic affects the methylation of ATP9B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATPAF1,64756,Arsenic affects the methylation of ATPAF1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATR,545,Arsenic affects the methylation of ATR gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATRIP,84126,Arsenic affects the methylation of ATRIP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATXN1,6310,Arsenic affects the expression of ATXN1 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,ATXN1,6310,Arsenic affects the methylation of ATXN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATXN2,6311,Arsenic affects the methylation of ATXN2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATXN2L,11273,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of ATXN2L mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,ATXN7,6314,Arsenic affects the methylation of ATXN7 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,ATXN7,6314,Arsenic results in decreased expression of ATXN7 mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,AURKA,6790,Arsenic results in increased expression of AURKA mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,AURKA,6790,Arsenic results in increased expression of AURKA protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,AURKA,6790,Arsenic results in increased phosphorylation of and results in increased activity of AURKA protein,increases^activity|increases^phosphorylation,1,1
Arsenic,D001151,7440-38-2,AURKA,6790,E2F1 protein affects the reaction [Arsenic results in increased expression of AURKA protein],affects^reaction|increases^expression,1,1
Arsenic,D001151,7440-38-2,AUTS2,26053,Arsenic affects the expression of AUTS2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,AXIN1,8312,Arsenic affects the methylation of AXIN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,AXL,558,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of AXL mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,AZGP1,563,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of AZGP1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,B2M,567,Arsenic results in increased expression of B2M protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,B3GALT5,10317,Arsenic results in increased methylation of B3GALT5 5' UTR,increases^methylation,1,1
Arsenic,D001151,7440-38-2,B3GAT2,135152,Arsenic affects the methylation of B3GAT2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,B3GNTL1,146712,Arsenic affects the methylation of B3GNTL1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,B4GALNT4,338707,Arsenic affects the methylation of B4GALNT4 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,B9D1,27077,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of B9D1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,B9D2,80776,Arsenic affects the methylation of B9D2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BAALC,79870,Arsenic affects the methylation of BAALC gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BABAM2,9577,Arsenic affects the expression of BABAM2 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,BACE1,23621,[Arsenic co-treated with Cadmium co-treated with Lead] promotes the reaction [BACE1 protein results in increased metabolism of APP protein],affects^cotreatment|increases^metabolic processing|increases^reaction,1,1
Arsenic,D001151,7440-38-2,BACE1,23621,Arsenic results in increased activity of BACE1 protein,increases^activity,1,1
Arsenic,D001151,7440-38-2,BACH1,571,Arsenic affects the methylation of BACH1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BACH1,571,[Arsenic Trioxide results in increased abundance of Arsenic] which results in increased expression of and affects the localization of BACH1 protein,affects^localization|increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BACH1,571,[Arsenic Trioxide results in increased abundance of Arsenic] which results in increased expression of BACH1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BACH1,571,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of and affects the localization of BACH1 protein,affects^localization|increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BACH1,571,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of BACH1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BACH1,571,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of BACH1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BAG3,9531,Arsenic affects the expression of BAG3 mRNA,affects^expression,1,1
Arsenic,D001151,7440-38-2,BAG3,9531,Arsenic results in increased expression of BAG3 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BAG3,9531,UCA1 mRNA promotes the reaction [Arsenic results in increased expression of BAG3 mRNA],increases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,BAIAP2L1,55971,Arsenic affects the methylation of BAIAP2L1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BANP,54971,Arsenic affects the methylation of BANP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BAX,581,Arsenic results in decreased expression of BAX protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BAX,581,Arsenic results in increased expression of BAX mRNA,increases^expression,2,1
Arsenic,D001151,7440-38-2,BAX,581,Arsenic results in increased expression of BAX protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,BBOX1,8424,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of BBOX1 mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BBS9,27241,Arsenic affects the methylation of BBS9 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCAR1,9564,Arsenic affects the methylation of BCAR1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCAR1,9564,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of BCAR1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BCAR3,8412,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of BCAR3 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BCDIN3D,144233,Arsenic results in increased methylation of BCDIN3D promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BCL10,8915,Arsenic results in increased expression of BCL10 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BCL11A,53335,Arsenic affects the methylation of BCL11A gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCL2,596,Arsenic affects the expression of BCL2 protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BCL2,596,Arsenic affects the methylation of BCL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCL2,596,Arsenic results in increased expression of BCL2 mRNA,increases^expression,2,1
Arsenic,D001151,7440-38-2,BCL2,596,Arsenic results in increased expression of BCL2 protein,increases^expression,2,2
Arsenic,D001151,7440-38-2,BCL2L1,598,Arsenic results in increased expression of BCL2L1 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BCL2L1,598,Arsenic results in increased expression of BCL2L1 protein,increases^expression,1,1
Arsenic,D001151,7440-38-2,BCL2L1,598,[sodium arsenate results in increased abundance of Arsenic] which results in increased expression of BCL2L1 mRNA,increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BCL2L12,83596,Arsenic affects the methylation of BCL2L12 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCL6,604,Arsenic affects the methylation of BCL6 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCL6,604,Arsenic results in increased expression of BCL6 mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BCL6,604,UCA1 mRNA promotes the reaction [Arsenic results in increased expression of BCL6 mRNA],increases^expression|increases^reaction,1,1
Arsenic,D001151,7440-38-2,BCL7B,9275,Arsenic affects the methylation of BCL7B gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCL9L,283149,Arsenic affects the methylation of BCL9L gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCO2,83875,Arsenic affects the methylation of BCO2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BCYRN1,618,Arsenic affects the methylation of BCYRN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BDH2,56898,Arsenic affects the methylation of BDH2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BDNF,627,Arsenic results in decreased expression of BDNF mRNA,decreases^expression,2,2
Arsenic,D001151,7440-38-2,BDNF,627,Arsenic results in decreased expression of BDNF protein,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BDNF,627,[arsenite results in increased abundance of Arsenic] which results in decreased expression of BDNF mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BDNF,627,[arsenite results in increased abundance of Arsenic] which results in increased methylation of BDNF promoter,increases^abundance|increases^methylation,1,1
Arsenic,D001151,7440-38-2,BDNF,627,BDNF protein inhibits the reaction [Arsenic results in decreased phosphorylation of NTRK2 protein],decreases^phosphorylation|decreases^reaction,1,1
Arsenic,D001151,7440-38-2,BDNF,627,BDNF protein inhibits the reaction [Arsenic results in increased cleavage of and results in increased activity of CASP3 protein],decreases^reaction|increases^activity|increases^cleavage,1,1
Arsenic,D001151,7440-38-2,BDNF,627,BDNF protein inhibits the reaction [Arsenic results in increased cleavage of PARP1 protein],decreases^reaction|increases^cleavage,1,1
Arsenic,D001151,7440-38-2,BDP1,55814,Arsenic affects the methylation of BDP1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BECN1,8678,Arsenic affects the methylation of BECN1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BECN1,8678,bafilomycin A1 inhibits the reaction [[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of BECN1 protein],decreases^reaction|increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BECN1,8678,[[sodium arsenite results in increased abundance of Arsenic] co-treated with [Sodium Fluoride results in increased abundance of Fluorides]] results in increased expression of BECN1 protein,affects^cotreatment|increases^abundance|increases^expression,1,1
Arsenic,D001151,7440-38-2,BECN1,8678,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of BECN1 protein,increases^abundance|increases^expression,2,2
Arsenic,D001151,7440-38-2,BEGAIN,57596,Arsenic affects the methylation of BEGAIN gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BEND2,139105,Arsenic affects the methylation of BEND2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BEND3,57673,Arsenic affects the methylation of BEND3 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BEX1,55859,Arsenic affects the methylation of BEX1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BHLHE40,8553,BHLHE40 mRNA results in decreased susceptibility to Arsenic,decreases^response to substance,1,1
Arsenic,D001151,7440-38-2,BHMT,635,Arsenic results in decreased expression of BHMT mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BICD1,636,Arsenic affects the methylation of BICD1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BICDL2,146439,Arsenic affects the methylation of BICDL2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BICRAL,23506,Arsenic results in increased methylation of BICRAL promoter,increases^methylation,1,1
Arsenic,D001151,7440-38-2,BID,637,Arsenic results in increased expression of BID mRNA,increases^expression,1,1
Arsenic,D001151,7440-38-2,BIK,638,Arsenic affects the expression of BIK protein,affects^expression,1,1
Arsenic,D001151,7440-38-2,BIRC3,330,[Arsenic co-treated with Fluorides] results in decreased expression of BIRC3 mRNA,affects^cotreatment|decreases^expression,1,1
Arsenic,D001151,7440-38-2,BIRC5,332,[Arsenic co-treated with Fluorides] results in increased expression of BIRC5 mRNA,affects^cotreatment|increases^expression,1,1
Arsenic,D001151,7440-38-2,BLCAP,10904,Arsenic affects the methylation of BLCAP gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BLK,640,[Arsenic co-treated with Fluorides] results in decreased expression of BLK mRNA,affects^cotreatment|decreases^expression,1,1
Arsenic,D001151,7440-38-2,BLM,641,Arsenic results in decreased expression of BLM mRNA,decreases^expression,1,1
Arsenic,D001151,7440-38-2,BLMH,642,[sodium arsenate results in increased abundance of Arsenic] which results in decreased expression of BLMH mRNA,decreases^expression|increases^abundance,1,1
Arsenic,D001151,7440-38-2,BLOC1S2,282991,Arsenic affects the methylation of BLOC1S2 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BMI1,648,Arsenic affects the methylation of BMI1 gene,affects^methylation,1,1
Arsenic,D001151,7440-38-2,BMI1,648,Arsenic results in increased expression of BMI1 protein,increases^expression,1,1
